,x,y
1939,[255 255 255 ... 255 255 255],4
1940,[255 255 255 ... 255 255 255],3
1941,[255 255 255 ... 255 255 255],3
1942,[255 255 255 ... 255 255 255],7
1943,[255 255 255 ... 255 255 255],6
1944,[255 255 255 ... 255 255 255],0
1945,[255 255 255 ... 255 255 255],1
1946,[255 255 255 ... 255 255 255],1
1947,[255 255 255 ... 255 255 255],5
1948,[255 255 255 ... 255 255 255],4
1949,[255 255 255 ... 255 255 255],6
1950,[255 255 255 ... 255 255 255],3
1951,[255 255 255 ... 255 255 255],9
1952,[255 255 255 ... 255 255 255],6
1953,[255 255 255 ... 255 255 255],5
1954,[255 255 255 ... 255 255 255],3
1955,[255 255 255 ... 255 255 255],4
1956,[255 255 255 ... 255 255 255],5
1957,[255 255 255 ... 255 255 255],7
1958,[255 255 255 ... 255 255 255],4
1959,[255 255 255 ... 255 255 255],3
1960,[255 255 255 ... 255 255 255],7
1961,[255 255 255 ... 255 255 255],7
1962,[255 255 255 ... 255 255 255],9
1963,[255 255 255 ... 255 255 255],0
1964,[255 255 255 ... 255 255 255],6
1965,[255 255 255 ... 255 255 255],3
1966,[255 255 255 ... 255 255 255],2
1967,[255 255 255 ... 255 255 255],7
1968,[255 255 255 ... 255 255 255],0
1969,[255 255 255 ... 255 255 255],1
1970,[255 255 255 ... 255 255 255],9
1971,[255 255 255 ... 255 255 255],9
1972,[255 255 255 ... 255 255 255],3
1973,[255 255 255 ... 255 255 255],5
1974,[255 255 255 ... 255 255 255],0
1975,[255 255 255 ... 255 255 255],3
1976,[255 255 255 ... 255 255 255],6
1977,[255 255 255 ... 255 255 255],7
1978,[255 255 255 ... 255 255 255],6
1979,[255 255 255 ... 255 255 255],9
1980,[255 255 255 ... 255 255 255],3
1981,[255 255 255 ... 255 255 255],3
1982,[255 255 255 ... 255 255 255],0
1983,[255 255 255 ... 255 255 255],0
1984,[255 255 255 ... 255 255 255],7
1985,[255 255 255 ... 255 255 255],2
1986,[255 255 255 ... 255 255 255],6
1987,[255 255 255 ... 255 255 255],2
1988,[255 255 255 ... 255 255 255],6
1989,[255 255 255 ... 255 255 255],5
1990,[255 255 255 ... 255 255 255],9
1991,[255 255 255 ... 255 255 255],9
1992,[255 255 255 ... 255 255 255],1
1993,[255 255 255 ... 255 255 255],4
1994,[255 255 255 ... 255 255 255],3
1995,[255 255 255 ... 255 255 255],4
1996,[255 255 255 ... 255 255 255],2
1997,[255 255 255 ... 255 255 255],4
1998,[255 255 255 ... 255 255 255],6
1999,[255 255 255 ... 255 255 255],2
2000,[255 255 255 ... 255 255 255],1
2001,[255 255 255 ... 255 255 255],4
2002,[255 255 255 ... 255 255 255],2
2003,[255 255 255 ... 255 255 255],3
2004,[255 255 255 ... 255 255 255],2
2005,[255 255 255 ... 255 255 255],4
2006,[255 255 255 ... 255 255 255],4
2007,[255 255 255 ... 255 255 255],7
2008,[255 255 255 ... 255 255 255],0
2009,[255 255 255 ... 255 255 255],4
2010,[255 255 255 ... 255 255 255],3
2011,[255 255 255 ... 255 255 255],1
2012,[255 255 255 ... 255 255 255],2
2013,[255 255 255 ... 255 255 255],3
2014,[255 255 255 ... 255 255 255],4
2015,[255 255 255 ... 255 255 255],6
2016,[255 255 255 ... 255 255 255],9
2017,[255 255 255 ... 255 255 255],9
2018,[255 255 255 ... 255 255 255],7
2019,[255 255 255 ... 255 255 255],7
2020,[255 255 255 ... 255 255 255],0
2021,[255 255 255 ... 255 255 255],9
2022,[255 255 255 ... 255 255 255],5
2023,[255 255 255 ... 255 255 255],2
2024,[255 255 255 ... 255 255 255],2
2025,[255 255 255 ... 255 255 255],0
2026,[255 255 255 ... 255 255 255],7
2027,[255 255 255 ... 255 255 255],9
2028,[255 255 255 ... 255 255 255],4
2029,[255 255 255 ... 255 255 255],4
2030,[255 255 255 ... 255 255 255],9
2031,[255 255 255 ... 255 255 255],2
2032,[255 255 255 ... 255 255 255],1
2033,[255 255 255 ... 255 255 255],7
2034,[255 255 255 ... 255 255 255],1
2035,[255 255 255 ... 255 255 255],5
2036,[255 255 255 ... 255 255 255],5
2037,[255 255 255 ... 255 255 255],0
2038,[255 255 255 ... 255 255 255],0
2039,[255 255 255 ... 255 255 255],7
2040,[255 255 255 ... 255 255 255],6
2041,[255 255 255 ... 255 255 255],1
2042,[255 255 255 ... 255 255 255],5
2043,[255 255 255 ... 255 255 255],6
2044,[255 255 255 ... 255 255 255],3
2045,[255 255 255 ... 255 255 255],0
2046,[255 255 255 ... 255 255 255],5
2047,[255 255 255 ... 255 255 255],2
2048,[255 255 255 ... 255 255 255],2
2049,[255 255 255 ... 255 255 255],4
2050,[255 255 255 ... 255 255 255],7
2051,[255 255 255 ... 255 255 255],1
2052,[255 255 255 ... 255 255 255],0
2053,[255 255 255 ... 255 255 255],6
2054,[255 255 255 ... 255 255 255],1
2055,[255 255 255 ... 255 255 255],5
2056,[255 255 255 ... 255 255 255],7
2057,[255 255 255 ... 255 255 255],6
2058,[255 255 255 ... 255 255 255],0
2059,[255 255 255 ... 255 255 255],0
2060,[255 255 255 ... 255 255 255],2
2061,[255 255 255 ... 255 255 255],7
2062,[255 255 255 ... 255 255 255],6
2063,[255 255 255 ... 255 255 255],6
2064,[255 255 255 ... 255 255 255],7
2065,[255 255 255 ... 255 255 255],1
2066,[255 255 255 ... 255 255 255],2
2067,[255 255 255 ... 255 255 255],9
2068,[255 255 255 ... 255 255 255],7
2069,[255 255 255 ... 255 255 255],2
2070,[255 255 255 ... 255 255 255],4
2071,[255 255 255 ... 255 255 255],0
2072,[255 255 255 ... 255 255 255],3
2073,[255 255 255 ... 255 255 255],1
2074,[255 255 255 ... 255 255 255],1
2075,[255 255 255 ... 255 255 255],1
2076,[255 255 255 ... 255 255 255],0
2077,[255 255 255 ... 255 255 255],9
2078,[255 255 255 ... 255 255 255],6
2079,[255 255 255 ... 255 255 255],5
2080,[255 255 255 ... 255 255 255],4
2081,[255 255 255 ... 255 255 255],1
2082,[255 255 255 ... 255 255 255],5
2083,[255 255 255 ... 255 255 255],9
2084,[255 255 255 ... 255 255 255],6
2085,[255 255 255 ... 255 255 255],3
2086,[255 255 255 ... 255 255 255],9
2087,[255 255 255 ... 255 255 255],4
2088,[255 255 255 ... 255 255 255],9
2089,[255 255 255 ... 255 255 255],2
2090,[255 255 255 ... 255 255 255],2
2091,[255 255 255 ... 255 255 255],3
2092,[255 255 255 ... 255 255 255],2
2093,[255 255 255 ... 255 255 255],2
2094,[255 255 255 ... 255 255 255],9
2095,[255 255 255 ... 255 255 255],3
2096,[255 255 255 ... 255 255 255],2
2097,[255 255 255 ... 255 255 255],7
2098,[255 255 255 ... 255 255 255],0
2099,[255 255 255 ... 255 255 255],7
2100,[255 255 255 ... 255 255 255],6
2101,[255 255 255 ... 255 255 255],3
2102,[255 255 255 ... 255 255 255],7
2103,[255 255 255 ... 255 255 255],0
2104,[255 255 255 ... 255 255 255],3
2105,[255 255 255 ... 255 255 255],2
2106,[255 255 255 ... 255 255 255],2
2107,[255 255 255 ... 255 255 255],9
2108,[255 255 255 ... 255 255 255],3
2109,[255 255 255 ... 255 255 255],4
2110,[255 255 255 ... 255 255 255],2
2111,[255 255 255 ... 255 255 255],1
2112,[255 255 255 ... 255 255 255],4
2113,[255 255 255 ... 255 255 255],4
2114,[255 255 255 ... 255 255 255],9
2115,[255 255 255 ... 255 255 255],9
2116,[255 255 255 ... 255 255 255],6
2117,[255 255 255 ... 255 255 255],1
2118,[255 255 255 ... 255 255 255],6
2119,[255 255 255 ... 255 255 255],7
2120,[255 255 255 ... 255 255 255],2
2121,[255 255 255 ... 255 255 255],1
2122,[255 255 255 ... 255 255 255],4
2123,[255 255 255 ... 255 255 255],0
2124,[255 255 255 ... 255 255 255],0
2125,[255 255 255 ... 255 255 255],3
2126,[255 255 255 ... 255 255 255],3
2127,[255 255 255 ... 255 255 255],9
2128,[255 255 255 ... 255 255 255],4
2129,[255 255 255 ... 255 255 255],6
2130,[255 255 255 ... 255 255 255],0
2131,[255 255 255 ... 255 255 255],5
2132,[255 255 255 ... 255 255 255],4
2133,[255 255 255 ... 255 255 255],3
2134,[255 255 255 ... 255 255 255],7
2135,[255 255 255 ... 255 255 255],5
2136,[255 255 255 ... 255 255 255],3
2137,[255 255 255 ... 255 255 255],6
2138,[255 255 255 ... 255 255 255],0
2139,[255 255 255 ... 255 255 255],3
2140,[255 255 255 ... 255 255 255],5
2141,[255 255 255 ... 255 255 255],3
2142,[255 255 255 ... 255 255 255],6
2143,[255 255 255 ... 255 255 255],6
2144,[255 255 255 ... 255 255 255],5
2145,[255 255 255 ... 255 255 255],7
2146,[255 255 255 ... 255 255 255],2
2147,[255 255 255 ... 255 255 255],6
2148,[255 255 255 ... 255 255 255],3
2149,[255 255 255 ... 255 255 255],1
2150,[255 255 255 ... 255 255 255],2
2151,[255 255 255 ... 255 255 255],9
2152,[255 255 255 ... 255 255 255],0
2153,[255 255 255 ... 255 255 255],2
2154,[255 255 255 ... 255 255 255],7
2155,[255 255 255 ... 255 255 255],7
2156,[255 255 255 ... 255 255 255],1
2157,[255 255 255 ... 255 255 255],7
2158,[255 255 255 ... 255 255 255],1
2159,[255 255 255 ... 255 255 255],3
2160,[255 255 255 ... 255 255 255],0
2161,[255 255 255 ... 255 255 255],5
2162,[255 255 255 ... 255 255 255],1
2163,[255 255 255 ... 255 255 255],1
2164,[255 255 255 ... 255 255 255],3
2165,[255 255 255 ... 255 255 255],3
2166,[255 255 255 ... 255 255 255],7
2167,[255 255 255 ... 255 255 255],0
2168,[255 255 255 ... 255 255 255],6
2169,[255 255 255 ... 255 255 255],5
2170,[255 255 255 ... 255 255 255],7
2171,[255 255 255 ... 255 255 255],9
2172,[255 255 255 ... 255 255 255],6
2173,[255 255 255 ... 255 255 255],1
2174,[255 255 255 ... 255 255 255],2
2175,[255 255 255 ... 255 255 255],9
2176,[255 255 255 ... 255 255 255],3
2177,[255 255 255 ... 255 255 255],1
2178,[255 255 255 ... 255 255 255],0
2179,[255 255 255 ... 255 255 255],0
2180,[255 255 255 ... 255 255 255],0
2181,[255 255 255 ... 255 255 255],6
2182,[255 255 255 ... 255 255 255],6
2183,[255 255 255 ... 255 255 255],3
2184,[255 255 255 ... 255 255 255],6
2185,[255 255 255 ... 255 255 255],9
2186,[255 255 255 ... 255 255 255],0
2187,[255 255 255 ... 255 255 255],4
2188,[255 255 255 ... 255 255 255],2
2189,[255 255 255 ... 255 255 255],4
2190,[255 255 255 ... 255 255 255],5
2191,[255 255 255 ... 255 255 255],2
2192,[255 255 255 ... 255 255 255],5
2193,[255 255 255 ... 255 255 255],0
2194,[255 255 255 ... 255 255 255],4
2195,[255 255 255 ... 255 255 255],2
2196,[255 255 255 ... 255 255 255],7
2197,[255 255 255 ... 255 255 255],3
2198,[255 255 255 ... 255 255 255],9
2199,[255 255 255 ... 255 255 255],4
2200,[255 255 255 ... 255 255 255],9
2201,[255 255 255 ... 255 255 255],9
2202,[255 255 255 ... 255 255 255],5
2203,[255 255 255 ... 255 255 255],9
2204,[255 255 255 ... 255 255 255],2
2205,[255 255 255 ... 255 255 255],2
2206,[255 255 255 ... 255 255 255],4
2207,[255 255 255 ... 255 255 255],1
2208,[255 255 255 ... 255 255 255],4
2209,[255 255 255 ... 255 255 255],7
2210,[255 255 255 ... 255 255 255],0
2211,[255 255 255 ... 255 255 255],0
2212,[255 255 255 ... 255 255 255],3
2213,[255 255 255 ... 255 255 255],2
2214,[255 255 255 ... 255 255 255],7
2215,[255 255 255 ... 255 255 255],5
2216,[255 255 255 ... 255 255 255],2
2217,[255 255 255 ... 255 255 255],7
2218,[255 255 255 ... 255 255 255],4
2219,[255 255 255 ... 255 255 255],0
2220,[255 255 255 ... 255 255 255],1
2221,[255 255 255 ... 255 255 255],5
2222,[255 255 255 ... 255 255 255],4
2223,[255 255 255 ... 255 255 255],2
2224,[255 255 255 ... 255 255 255],7
2225,[255 255 255 ... 255 255 255],2
2226,[255 255 255 ... 255 255 255],9
2227,[255 255 255 ... 255 255 255],0
2228,[255 255 255 ... 255 255 255],2
2229,[255 255 255 ... 255 255 255],6
2230,[255 255 255 ... 255 255 255],4
2231,[255 255 255 ... 255 255 255],2
2232,[255 255 255 ... 255 255 255],9
2233,[255 255 255 ... 255 255 255],6
2234,[255 255 255 ... 255 255 255],1
2235,[255 255 255 ... 255 255 255],3
2236,[255 255 255 ... 255 255 255],7
2237,[255 255 255 ... 255 255 255],5
2238,[255 255 255 ... 255 255 255],1
2239,[255 255 255 ... 255 255 255],7
2240,[255 255 255 ... 255 255 255],1
2241,[255 255 255 ... 255 255 255],7
2242,[255 255 255 ... 255 255 255],4
2243,[255 255 255 ... 255 255 255],6
2244,[255 255 255 ... 255 255 255],1
2245,[255 255 255 ... 255 255 255],9
2246,[255 255 255 ... 255 255 255],4
2247,[255 255 255 ... 255 255 255],6
2248,[255 255 255 ... 255 255 255],3
2249,[255 255 255 ... 255 255 255],7
2250,[255 255 255 ... 255 255 255],9
2251,[255 255 255 ... 255 255 255],6
2252,[255 255 255 ... 255 255 255],5
2253,[255 255 255 ... 255 255 255],4
2254,[255 255 255 ... 255 255 255],0
2255,[255 255 255 ... 255 255 255],0
2256,[255 255 255 ... 255 255 255],7
2257,[255 255 255 ... 255 255 255],9
2258,[255 255 255 ... 255 255 255],9
2259,[255 255 255 ... 255 255 255],4
2260,[255 255 255 ... 255 255 255],6
2261,[255 255 255 ... 255 255 255],5
2262,[255 255 255 ... 255 255 255],6
2263,[255 255 255 ... 255 255 255],7
2264,[255 255 255 ... 255 255 255],1
2265,[255 255 255 ... 255 255 255],7
2266,[255 255 255 ... 255 255 255],3
2267,[255 255 255 ... 255 255 255],3
2268,[255 255 255 ... 255 255 255],0
2269,[255 255 255 ... 255 255 255],2
2270,[255 255 255 ... 255 255 255],6
2271,[255 255 255 ... 255 255 255],2
2272,[255 255 255 ... 255 255 255],2
2273,[255 255 255 ... 255 255 255],0
2274,[255 255 255 ... 255 255 255],5
2275,[255 255 255 ... 255 255 255],0
2276,[255 255 255 ... 255 255 255],7
2277,[255 255 255 ... 255 255 255],9
2278,[255 255 255 ... 255 255 255],0
2279,[255 255 255 ... 255 255 255],9
2280,[255 255 255 ... 255 255 255],9
2281,[255 255 255 ... 255 255 255],3
2282,[255 255 255 ... 255 255 255],5
2283,[255 255 255 ... 255 255 255],3
2284,[255 255 255 ... 255 255 255],5
2285,[255 255 255 ... 255 255 255],0
2286,[255 255 255 ... 255 255 255],2
2287,[255 255 255 ... 255 255 255],3
2288,[255 255 255 ... 255 255 255],4
2289,[255 255 255 ... 255 255 255],2
2290,[255 255 255 ... 255 255 255],2
2291,[255 255 255 ... 255 255 255],0
2292,[255 255 255 ... 255 255 255],3
2293,[255 255 255 ... 255 255 255],0
2294,[255 255 255 ... 255 255 255],4
2295,[255 255 255 ... 255 255 255],2
2296,[255 255 255 ... 255 255 255],3
2297,[255 255 255 ... 255 255 255],7
2298,[255 255 255 ... 255 255 255],5
2299,[255 255 255 ... 255 255 255],9
2300,[255 255 255 ... 255 255 255],4
2301,[255 255 255 ... 255 255 255],0
2302,[255 255 255 ... 255 255 255],7
2303,[255 255 255 ... 255 255 255],2
2304,[255 255 255 ... 255 255 255],7
2305,[255 255 255 ... 255 255 255],2
2306,[255 255 255 ... 255 255 255],2
2307,[255 255 255 ... 255 255 255],9
2308,[255 255 255 ... 255 255 255],7
2309,[255 255 255 ... 255 255 255],9
2310,[255 255 255 ... 255 255 255],9
2311,[255 255 255 ... 255 255 255],7
2312,[255 255 255 ... 255 255 255],2
2313,[255 255 255 ... 255 255 255],9
2314,[255 255 255 ... 255 255 255],2
2315,[255 255 255 ... 255 255 255],2
2316,[255 255 255 ... 255 255 255],0
2317,[255 255 255 ... 255 255 255],2
2318,[255 255 255 ... 255 255 255],1
2319,[255 255 255 ... 255 255 255],0
2320,[255 255 255 ... 255 255 255],6
2321,[255 255 255 ... 255 255 255],3
2322,[255 255 255 ... 255 255 255],5
2323,[255 255 255 ... 255 255 255],9
2324,[255 255 255 ... 255 255 255],3
2325,[255 255 255 ... 255 255 255],3
2326,[255 255 255 ... 255 255 255],7
2327,[255 255 255 ... 255 255 255],9
2328,[255 255 255 ... 255 255 255],4
2329,[255 255 255 ... 255 255 255],3
2330,[255 255 255 ... 255 255 255],7
2331,[255 255 255 ... 255 255 255],0
2332,[255 255 255 ... 255 255 255],1
2333,[255 255 255 ... 255 255 255],2
2334,[255 255 255 ... 255 255 255],3
2335,[255 255 255 ... 255 255 255],9
2336,[255 255 255 ... 255 255 255],9
2337,[255 255 255 ... 255 255 255],0
2338,[255 255 255 ... 255 255 255],2
2339,[255 255 255 ... 255 255 255],9
2340,[255 255 255 ... 255 255 255],9
2341,[255 255 255 ... 255 255 255],3
2342,[255 255 255 ... 255 255 255],5
2343,[255 255 255 ... 255 255 255],6
2344,[255 255 255 ... 255 255 255],1
2345,[255 255 255 ... 255 255 255],9
2346,[255 255 255 ... 255 255 255],6
2347,[255 255 255 ... 255 255 255],4
2348,[255 255 255 ... 255 255 255],1
2349,[255 255 255 ... 255 255 255],5
2350,[255 255 255 ... 255 255 255],9
2351,[255 255 255 ... 255 255 255],5
2352,[255 255 255 ... 255 255 255],6
2353,[255 255 255 ... 255 255 255],6
2354,[255 255 255 ... 255 255 255],4
2355,[255 255 255 ... 255 255 255],3
2356,[255 255 255 ... 255 255 255],6
2357,[255 255 255 ... 255 255 255],7
2358,[255 255 255 ... 255 255 255],0
2359,[255 255 255 ... 255 255 255],9
2360,[255 255 255 ... 255 255 255],3
2361,[255 255 255 ... 255 255 255],5
2362,[255 255 255 ... 255 255 255],6
2363,[255 255 255 ... 255 255 255],3
2364,[255 255 255 ... 255 255 255],5
2365,[255 255 255 ... 255 255 255],9
2366,[255 255 255 ... 255 255 255],2
2367,[255 255 255 ... 255 255 255],9
2368,[255 255 255 ... 255 255 255],5
2369,[255 255 255 ... 255 255 255],2
2370,[255 255 255 ... 255 255 255],3
2371,[255 255 255 ... 255 255 255],3
2372,[255 255 255 ... 255 255 255],3
2373,[255 255 255 ... 255 255 255],2
2374,[255 255 255 ... 255 255 255],1
2375,[255 255 255 ... 255 255 255],7
2376,[255 255 255 ... 255 255 255],2
2377,[255 255 255 ... 255 255 255],3
2378,[255 255 255 ... 255 255 255],4
2379,[255 255 255 ... 255 255 255],4
2380,[255 255 255 ... 255 255 255],6
2381,[255 255 255 ... 255 255 255],9
2382,[255 255 255 ... 255 255 255],4
2383,[255 255 255 ... 255 255 255],4
2384,[255 255 255 ... 255 255 255],1
2385,[255 255 255 ... 255 255 255],6
2386,[255 255 255 ... 255 255 255],4
2387,[255 255 255 ... 255 255 255],6
2388,[255 255 255 ... 255 255 255],4
2389,[255 255 255 ... 255 255 255],4
2390,[255 255 255 ... 255 255 255],2
2391,[255 255 255 ... 255 255 255],7
2392,[255 255 255 ... 255 255 255],5
2393,[255 255 255 ... 255 255 255],5
2394,[255 255 255 ... 255 255 255],1
2395,[255 255 255 ... 255 255 255],3
2396,[255 255 255 ... 255 255 255],2
2397,[255 255 255 ... 255 255 255],6
2398,[255 255 255 ... 255 255 255],3
2399,[255 255 255 ... 255 255 255],0
2400,[255 255 255 ... 255 255 255],4
2401,[255 255 255 ... 255 255 255],3
2402,[255 255 255 ... 255 255 255],6
2403,[255 255 255 ... 255 255 255],4
2404,[255 255 255 ... 255 255 255],4
2405,[255 255 255 ... 255 255 255],7
2406,[255 255 255 ... 255 255 255],4
2407,[255 255 255 ... 255 255 255],6
2408,[255 255 255 ... 255 255 255],9
2409,[255 255 255 ... 255 255 255],3
2410,[255 255 255 ... 255 255 255],6
2411,[255 255 255 ... 255 255 255],0
2412,[255 255 255 ... 255 255 255],3
2413,[255 255 255 ... 255 255 255],2
2414,[255 255 255 ... 255 255 255],6
2415,[255 255 255 ... 255 255 255],9
2416,[255 255 255 ... 255 255 255],2
2417,[255 255 255 ... 255 255 255],6
2418,[255 255 255 ... 255 255 255],5
2419,[255 255 255 ... 255 255 255],9
2420,[255 255 255 ... 255 255 255],0
2421,[255 255 255 ... 255 255 255],6
2422,[255 255 255 ... 255 255 255],0
2423,[255 255 255 ... 255 255 255],2
2424,[255 255 255 ... 255 255 255],5
2425,[255 255 255 ... 255 255 255],0
2426,[255 255 255 ... 255 255 255],4
2427,[255 255 255 ... 255 255 255],6
2428,[255 255 255 ... 255 255 255],6
2429,[255 255 255 ... 255 255 255],0
2430,[255 255 255 ... 255 255 255],0
2431,[255 255 255 ... 255 255 255],9
2432,[255 255 255 ... 255 255 255],5
2433,[255 255 255 ... 255 255 255],1
2434,[255 255 255 ... 255 255 255],0
2435,[255 255 255 ... 255 255 255],0
2436,[255 255 255 ... 255 255 255],4
2437,[255 255 255 ... 255 255 255],1
2438,[255 255 255 ... 255 255 255],0
2439,[255 255 255 ... 255 255 255],0
2440,[255 255 255 ... 255 255 255],5
2441,[255 255 255 ... 255 255 255],4
2442,[255 255 255 ... 255 255 255],1
2443,[255 255 255 ... 255 255 255],7
2444,[255 255 255 ... 255 255 255],1
2445,[255 255 255 ... 255 255 255],9
2446,[255 255 255 ... 255 255 255],1
2447,[255 255 255 ... 255 255 255],3
2448,[255 255 255 ... 255 255 255],2
2449,[255 255 255 ... 255 255 255],0
2450,[255 255 255 ... 255 255 255],1
2451,[255 255 255 ... 255 255 255],0
2452,[255 255 255 ... 255 255 255],6
2453,[255 255 255 ... 255 255 255],5
2454,[255 255 255 ... 255 255 255],3
2455,[255 255 255 ... 255 255 255],0
2456,[255 255 255 ... 255 255 255],3
2457,[255 255 255 ... 255 255 255],6
